director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
KayPollak,MichaelNyqvist,FridaHallgren,Nils-AndersVallgårda,"comedy,drama,music,romance",As It Is in Heaven,"MichaelNyqvist FridaHallgren Nils-AndersVallgårda KayPollak comedy,drama,music,romance amazinggracethehymn,choir,heartattack,hometown,skiddingtruck"
EricEngland,JackE.Curenton,AceMarrero,AlanPietruszewski,"drama,horror,mystery,thriller",Roadside,"JackE.Curenton AceMarrero AlanPietruszewski EricEngland drama,horror,mystery,thriller dog,gun,hostage,husbandwiferelationship,jealousy"
JaredHess,JonHeder,DiedrichBader,JonGries,comedy,Napoleon Dynamite,"JonHeder DiedrichBader JonGries JaredHess comedy classpresident,familyrelationships,friend,highschool,jock"
JeremySaulnier,DevinRatray,EvePlumb,AmyHargreaves,"crime,drama,thriller",Blue Ruin,"DevinRatray EvePlumb AmyHargreaves JeremySaulnier crime,drama,thriller bloodsplatter,car,neonoir,vengeance,vomiting"
OrenPeli,MicahSloat,AshleyPalmer,AmberArmstrong,horror,Paranormal Activity,"MicahSloat AshleyPalmer AmberArmstrong OrenPeli horror darkforce,entity,evilforce,foundfootage,paranormalphenomenon"
StacyPeralta,TonyAlva,JayAdams,JeffAment,"documentary,sport",Dogtown and Z-Boys,"TonyAlva JayAdams JeffAment StacyPeralta documentary,sport california,drought,playground,skateboarding,surfer"
TerryGilliam,EricIdle,MichaelPalin,TerryJones,"adventure,comedy,fantasy",Monty Python and the Holy Grail,"EricIdle MichaelPalin TerryJones TerryGilliam adventure,comedy,fantasy camelot,holygrail,kingarthur,knight,lancelot"
RichardGlatzer,EmilyRios,JesseGarcia,AliciaSixtos,drama,Quinceañera,"EmilyRios JesseGarcia AliciaSixtos RichardGlatzer drama 15thbirthday,birthday,gay,party,securityguard"
SueCorcoran,TonyDoupe,SueCorcoran,DavidFrederickWhite,"comedy,fantasy,horror,musical",Gory Gory Hallelujah,"TonyDoupe SueCorcoran DavidFrederickWhite SueCorcoran comedy,fantasy,horror,musical conspiracy,feminist,hippie,motorcycle,slapstickcomedy"
unknown,SendhilRamamurthy,MasiOka,GregGrunberg,"drama,fantasy,sci-fi,thriller",Heroes,"SendhilRamamurthy MasiOka GregGrunberg unknown drama,fantasy,sci-fi,thriller fatherdaughterrelationship,serialkiller,superhero,supernaturalpower,visionofthefuture"
JonathanCaouette,GregAyres,JonathanCaouette,ReneeLeblanc,"biography,documentary",Tarnation,"GregAyres JonathanCaouette ReneeLeblanc JonathanCaouette biography,documentary answeringmachine,homemovie,lithium,schizophrenic,videodiary"
RayGriggs,BillFarmer,ChrisCox,MikeHuckabee,documentary,I Want Your Money,BillFarmer ChrisCox MikeHuckabee RayGriggs documentary unknown
MattJackson,KaneHodder,PaulElia,AlexSanborn,"comedy,horror",Love in the Time of Monsters,"KaneHodder PaulElia AlexSanborn MattJackson comedy,horror bigfoot,love,monster,sasquatch,tourist"
LucioFulci,CatrionaMacColl,DavidWarbeck,AlCliver,horror,The Beyond,"CatrionaMacColl DavidWarbeck AlCliver LucioFulci horror doctor,hell,hotel,painter,plumber"
unknown,BrendonSmall,RonLynch,MelissaBardinGalsky,"animation,comedy,drama",Home Movies,"BrendonSmall RonLynch MelissaBardinGalsky unknown animation,comedy,drama coach,friend,school,series,tvseries"
TomVaughan,TreatWilliams,AndrewDaly,MichelleKrusiec,"comedy,romance",What Happens in Vegas,"TreatWilliams AndrewDaly MichelleKrusiec TomVaughan comedy,romance casino,fathersonrelationship,jackpot,judge,wedding"
PaulFox,DovTiefenbach,JeffSeymour,GordonCurrie,"horror,thriller",The Dark Hours,"DovTiefenbach JeffSeymour GordonCurrie PaulFox horror,thriller braintumor,champagne,game,psychiatrist,weekend"
StephenFrears,SaeedJaffrey,RoshanSeth,GarryCooper,"comedy,drama,romance",My Beautiful Laundrette,"SaeedJaffrey RoshanSeth GarryCooper StephenFrears comedy,drama,romance england,mistress,pakistani,politics,thatcher"
AriKirschenbaum,R.BrandonJohnson,AdamLeFevre,DesmondAskew,"drama,horror,mystery,thriller",Fabled,"R.BrandonJohnson AdamLeFevre DesmondAskew AriKirschenbaum drama,horror,mystery,thriller unknown"
CassandraNicolaou,KatharineIsabelle,MichelleNolden,GabrielHogan,"drama,thriller",Show Me,"KatharineIsabelle MichelleNolden GabrielHogan CassandraNicolaou drama,thriller bathtub,impliedincest,lesbian,squeegee,tiedtoachair"
IngmarBergman,LivUllmann,IngridThulin,ErlandJosephson,drama,Cries & Whispers,"LivUllmann IngridThulin ErlandJosephson IngmarBergman drama dying,love,mansion,selfishness,turnofthecentury"
D.W.Griffith,LillianGish,MaeMarsh,WalterLong,"drama,history,war",Intolerance: Love's Struggle Throughout the Ages,"LillianGish MaeMarsh WalterLong D.W.Griffith drama,history,war huguenot,intolerance,medicis,protestant,wedding"
RogerNygard,WalterKoenig,DeForestKelley,JamesDoohan,documentary,Trekkies,"WalterKoenig DeForestKelley JamesDoohan RogerNygard documentary autograph,dentist,outerspace,startrek,telephonecall"
HarryBeaumont,AnitaPage,BessieLove,CharlesKing,"musical,romance",The Broadway Melody,"AnitaPage BessieLove CharlesKing HarryBeaumont musical,romance siblingrivalry,singer,sisteract,whistling,wisecrackhumor"
SamRaimi,TedRaimi,BetsyBaker,EllenSandweiss,"fantasy,horror",The Evil Dead,"TedRaimi BetsyBaker EllenSandweiss SamRaimi fantasy,horror cultdirector,cultfilm,evildead,necronomicon,psychotronicfilm"
FranckKhalfoun,AmericaOlivo,NoraArnezeder,LianeBalaban,"horror,thriller",Maniac,"AmericaOlivo NoraArnezeder LianeBalaban FranckKhalfoun horror,thriller exhibition,mannequin,obsession,oralsex,photographer"
MorLoushy,AmosOz,unknown,unknown,"documentary,history",Censored Voices,"AmosOz unknown unknown MorLoushy documentary,history unknown"
HenryAlexRubin,MarkZupan,JoeBishop,AndyCohn,"documentary,sport",Murderball,"MarkZupan JoeBishop AndyCohn HenryAlexRubin documentary,sport paralympics,quadrugby,rugby,team,wheelchair"
SamFirstenberg,MichaelDudikoff,SteveJames,LarryPoindexter,"action,drama",American Ninja 2: The Confrontation,"MichaelDudikoff SteveJames LarryPoindexter SamFirstenberg action,drama bloodsplatter,island,motorboat,ninja,sequeltocultfilm"
DougBlock,CarolBlock,EllenBlock,MikeBlock,documentary,51 Birch Street,"CarolBlock EllenBlock MikeBlock DougBlock documentary addressastitle,numberintitle,parents"
unknown,BillyBurke,TracySpiridakos,DavidLyons,"action,adventure,drama,sci-fi",Revolution,"BillyBurke TracySpiridakos DavidLyons unknown action,adventure,drama,sci-fi 2020s,nearfuture,onewordseriestitle,postapocalypse,year2027"
ChadKapper,TomE.Nicholson,NatalieWelch,ChristianKapper,"family,sci-fi",Rotor DR1,"TomE.Nicholson NatalieWelch ChristianKapper ChadKapper family,sci-fi drone,playingwithgun,postapocalypse,roadtrip,workingclassfamily"
JohnCarpenter,JamieLeeCurtis,DonaldPleasence,P.J.Soles,"horror,thriller",Halloween,"JamieLeeCurtis DonaldPleasence P.J.Soles JohnCarpenter horror,thriller halloween,maskedkiller,michaelmyers,slasher,trickortreat"
SidneyLumet,JackWarden,LeeJ.Cobb,JohnFiedler,"crime,drama",12 Angry Men,"JackWarden LeeJ.Cobb JohnFiedler SidneyLumet crime,drama courtroom,dialoguedriven,dialoguedrivenstoryline,jury,murder"
PaulFierlinger,IsabellaRossellini,PeterGerety,LynnRedgrave,"animation,drama",My Dog Tulip,"IsabellaRossellini PeterGerety LynnRedgrave PaulFierlinger animation,drama autobiography,dogmovie,germanshepherd,memoir,oldman"
FrankCapra,ClaudetteColbert,AlanHale,WalterConnolly,"comedy,romance",It Happened One Night,"ClaudetteColbert AlanHale WalterConnolly FrankCapra comedy,romance bus,detective,love,money,reporter"
YorgosLanthimos,AngelikiPapoulia,MaryTsoni,SissyPetropoulou,"drama,thriller",Dogtooth,"AngelikiPapoulia MaryTsoni SissyPetropoulou YorgosLanthimos drama,thriller fellatio,isolatedhouse,overprotectivefather,socialisolation,unsimulatedsex"
LaurenLazin,JamesCagney,GaryColeman,ToddBridges,"biography,documentary,music",Tupac: Resurrection,"JamesCagney GaryColeman ToddBridges LaurenLazin biography,documentary,music hiphop,nameintitle,rapstar,rapper,referencetotupacshakur"
GavinO'Connor,KimberlyJ.Brown,JanetMcTeer,LoisSmith,"comedy,drama",Tumbleweeds,"KimberlyJ.Brown JanetMcTeer LoisSmith GavinO'Connor comedy,drama boss,fight,referencetowilliamshakespeare,whitetrash,writtenanddirectedbycastmember"
GregoryWiden,ViggoMortensen,AdamGoldberg,VirginiaMadsen,"action,fantasy,horror,mystery,thriller",The Prophecy,"ViggoMortensen AdamGoldberg VirginiaMadsen GregoryWiden action,fantasy,horror,mystery,thriller angel,corpse,girl,heaven,soul"
CédricKlapisch,SimonAbkarian,ZinedineSoualem,JaneBradbury,"comedy,romance",When the Cat's Away,"SimonAbkarian ZinedineSoualem JaneBradbury CédricKlapisch comedy,romance cat,homosexualsex,malehomosexuality,neighborhood,noisyneighbor"
PeterHedges,OliverPlatt,AdrianMartinez,DerekLuke,"comedy,drama",Pieces of April,"OliverPlatt AdrianMartinez DerekLuke PeterHedges comedy,drama apartment,oven,stove,thanksgiving,thanksgivingdinner"
NiallJohnson,KevinHowarth,MarkCaven,ThierryHarcourt,drama,The Big Swap,"KevinHowarth MarkCaven ThierryHarcourt NiallJohnson drama breasts,femalefrontalnudity,jealousy,malefullfrontalnudity,malenudity"
KellyReichardt,DanielLondon,Lucy,WillOldham,drama,Old Joy,"DanielLondon Lucy WillOldham KellyReichardt drama cellphone,malefrontalnudity,oregon,sexualambiguity,titledirectedbyfemale"
KellyReichardt,JohnRobinson,Lucy,WillOldham,drama,Wendy and Lucy,"JohnRobinson Lucy WillOldham KellyReichardt drama car,dog,flipphone,rapethreat,vulnerable"
EricMendelsohn,EmbethDavidtz,EdieFalco,KathrynErbe,drama,3 Backyards,EmbethDavidtz EdieFalco KathrynErbe EricMendelsohn drama numberintitle
Jean-LucGodard,Jean-PaulBelmondo,AnnaKarina,GraziellaGalvani,"crime,drama,romance",Pierrot le Fou,"Jean-PaulBelmondo AnnaKarina GraziellaGalvani Jean-LucGodard crime,drama,romance beach,money,ontherun,party,smuggling"
FlorenceAyisi,VeraNgassa,BeatriceNtuba,unknown,documentary,Sisters in Law,VeraNgassa BeatriceNtuba unknown FlorenceAyisi documentary unknown
PanNalin,unknown,unknown,unknown,documentary,Ayurveda: Art of Being,"unknown unknown unknown PanNalin documentary easternphilosophy,healing,india,life"
MichaelRoemer,YaphetKotto,GloriaFoster,IvanDixon,"drama,romance",Nothing But a Man,"YaphetKotto GloriaFoster IvanDixon MichaelRoemer drama,romance 1960s,father,railroad,town,worker"
JessePeretz,RobertJohnBurke,EliMarienthal,NatashaGregsonWagner,"drama,romance","First Love, Last Rites","RobertJohnBurke EliMarienthal NatashaGregsonWagner JessePeretz drama,romance listeningtomusic,misfit,panties,redpanties,sex"
EddieO'Flaherty,DonWallace,EddieJones,ChristinaChambers,"drama,sport",Fighting Tommy Riley,"DonWallace EddieJones ChristinaChambers EddieO'Flaherty drama,sport oldermanyoungermanrelationship,punchingbag,schoolteacher,undressing,unrequitedlove"
BabarAhmed,Lalaine,AlexanderWraith,DarrenKendrick,"action,thriller",Royal Kill,"Lalaine AlexanderWraith DarrenKendrick BabarAhmed action,thriller assassin,femaleassassin,kingdom,martialarts,mission"
JulieTaymor,JimSturgess,T.V.Carpio,RobertClohessy,"drama,fantasy,musical,romance",Across the Universe,"JimSturgess T.V.Carpio RobertClohessy JulieTaymor drama,fantasy,musical,romance antiwar,liverpool,love,protest,song"
JohnD.Hancock,TrishBasinger,ElizabethStenholt,MaryNorwood,"drama,music",The Looking Glass,"TrishBasinger ElizabethStenholt MaryNorwood JohnD.Hancock drama,music unknown"
PaulBartel,SylvesterStallone,DavidCarradine,MartinKove,"action,comedy,sci-fi,sport",Death Race 2000,"SylvesterStallone DavidCarradine MartinKove PaulBartel action,comedy,sci-fi,sport cultdirector,cultfilm,driveinclassic,psychotronic,race"
BruceDellis,TatyanaAli,RickySchroder,JonPolito,thriller,Locker 13,"TatyanaAli RickySchroder JonPolito BruceDellis thriller digitintitle,latino,lifeordeath,philosophy,supernatural"
PeceDingo,MichaelDesBarres,WilhelmvonHomburg,ThomMathews,horror,Midnight Cabaret,"MichaelDesBarres WilhelmvonHomburg ThomMathews PeceDingo horror cigarettesmoking,death,devil,nightmare,sataniccult"
JeromeElstonScott,TaranKillam,JoannaCassidy,RyanCarnes,"comedy,drama,romance",Anderson's Cross,"TaranKillam JoannaCassidy RyanCarnes JeromeElstonScott comedy,drama,romance divorce,marriage,motherdaughterrelationship,sex,teenageboy"
ÉtienneFaure,RumiMissabu,PierrePrieur,RaquelNave,"drama,musical,romance",Bizarre,"RumiMissabu PierrePrieur RaquelNave ÉtienneFaure drama,musical,romance fullfrontalnudity,groupshower,malefullfrontalnudity,malenudity,shower"
HerbFreed,LinneaQuigley,CarmenArgenziano,VannaWhite,"horror,mystery",Graduation Day,"LinneaQuigley CarmenArgenziano VannaWhite HerbFreed horror,mystery coach,mask,schoolprincipal,team,track"
JackPerez,KevinCorrigan,BarryBostwick,AhmedBest,"comedy,crime,drama,horror,mystery,thriller",Some Guy Who Kills People,"KevinCorrigan BarryBostwick AhmedBest JackPerez comedy,crime,drama,horror,mystery,thriller unknown"
CraigZobel,DreamaWalker,MattServitto,JamesMcCaffrey,"biography,crime,drama,thriller",Compliance,"DreamaWalker MattServitto JamesMcCaffrey CraigZobel biography,crime,drama,thriller authority,bosssubordinaterelationship,fastfoodrestaurant,gullibility,telephonecall"
KevinSmith,MattDamon,EthanSuplee,JoeyLaurenAdams,"comedy,drama,romance",Chasing Amy,"MattDamon EthanSuplee JoeyLaurenAdams KevinSmith comedy,drama,romance comicbook,friendship,gay,lesbian,secret"
NicoleHolofcener,AunjanueEllis,BrendaBlethyn,RavenGoodwin,"comedy,drama,romance",Lovely & Amazing,"AunjanueEllis BrendaBlethyn RavenGoodwin NicoleHolofcener comedy,drama,romance africanamerican,dog,homecomingqueen,insecurity,surgery"
KenDelConte,HectorEchavarria,RobertMiano,RonRoggé,"action,adventure,mystery,romance,thriller",Death Calls,"HectorEchavarria RobertMiano RonRoggé KenDelConte action,adventure,mystery,romance,thriller murder,oppression,rebirth,reincarnation,revenge"
JustinLin,ParryShen,JasonTobin,CollinKahey,"crime,drama,romance",Better Luck Tomorrow,"ParryShen JasonTobin CollinKahey JustinLin crime,drama,romance asianamerican,highschool,overachiever,pubichair,vomiting"
MariaMaggenti,NicoleAriParker,LaurelHolloman,StephanieBerry,"comedy,drama,romance",The Incredibly True Adventure of Two Girls in Love,"NicoleAriParker LaurelHolloman StephanieBerry MariaMaggenti comedy,drama,romance caughthavingsex,class,friend,lesbian,lesbiansex"
MiguelArteta,LupeOntiveros,MikeWhite,ChrisWeitz,"comedy,drama",Chuck & Buck,"LupeOntiveros MikeWhite ChrisWeitz MiguelArteta comedy,drama bestfriend,bisexuality,friend,gaykiss,sexuality"
PiyushDinkerPandya,PurvaBedi,RizwanManji,AnilKumar,"comedy,drama,romance",American Desi,"PurvaBedi RizwanManji AnilKumar PiyushDinkerPandya comedy,drama,romance college,desi,heritage,india,indianamerican"
DanielColumbie,KeriMaletto,NicholasSimmons,BarbieCastro,"action,crime,drama",Amidst the Devil's Wings,"KeriMaletto NicholasSimmons BarbieCastro DanielColumbie action,crime,drama unknown"
VincenzoNatali,DavidHewlett,JulianRichings,NicoledeBoer,"mystery,sci-fi,thriller",Cube,"DavidHewlett JulianRichings NicoledeBoer VincenzoNatali mystery,sci-fi,thriller escape,labyrinth,maze,redlight,trap"
Emma-KateCroghan,RadhaMitchell,FrancesO'Connor,MattDay,"comedy,romance",Love and Other Catastrophes,"RadhaMitchell FrancesO'Connor MattDay Emma-KateCroghan comedy,romance filmschool,love,medicalstudent,student,university"
BillPlympton,CharisMichelsen,BillMartone,RichardSpore,"animation,comedy,drama,fantasy,sci-fi",I Married a Strange Person!,"CharisMichelsen BillMartone RichardSpore BillPlympton animation,comedy,drama,fantasy,sci-fi claimintitle,exclamationpointintitle,punctuationintitle,referencetobaberuth,sex"
GregHarrison,AmirTalai,AnneArcher,NoraDunn,"drama,mystery,thriller",November,"AmirTalai AnneArcher NoraDunn GregHarrison drama,mystery,thriller femaleprotagonist,murder,photographer,robbery,shottodeath"
DrakeDoremus,JenniferLawrence,CharlieBewley,FinolaHughes,"drama,romance",Like Crazy,"JenniferLawrence CharlieBewley FinolaHughes DrakeDoremus drama,romance girlfriend,immigration,longdistancerelationship,parents,studentvisa"
AlFranklin,MarshalHilton,SteffinniePhrommany,ClintJung,horror,Teeth and Blood,"MarshalHilton SteffinniePhrommany ClintJung AlFranklin horror blood,teeth"
AllisonAnders,AllySheedy,RosannaArquette,JohnDoe,"comedy,music",Sugar Town,"AllySheedy RosannaArquette JohnDoe AllisonAnders comedy,music drugs,musicproducer,rockmusic,titledirectedbyfemale,vegetarian"
MichaelKang,SamanthaFuterman,ClintJordan,JackieNova,"comedy,drama",The Motel,"SamanthaFuterman ClintJordan JackieNova MichaelKang comedy,drama absentfather,asianamerican,friendshipbetweenmen,motel,mothersonrelationship"
PaulSchrader,NolanGerardFunk,GusVanSant,JamesDeen,"drama,thriller",The Canyons,"NolanGerardFunk GusVanSant JamesDeen PaulSchrader drama,thriller cocaine,homosexual,penis,psychopath,pubichair"
unknown,ShirleyHenderson,JamesNorton,SarahLancashire,"crime,drama",Happy Valley,"ShirleyHenderson JamesNorton SarahLancashire unknown crime,drama caravan,police,policesergeant,tiedtoachair,yorkshire"
LoriSilverbush,JudyMarte,FlacoNavaja,DominicColón,drama,On the Outs,"JudyMarte FlacoNavaja DominicColón LoriSilverbush drama dominican,drugdealer,prison,singlemother,teenagepregnancy"
JeffNichols,MichaelAbbottJr.,NatalieCanerday,TravisSmith,"drama,thriller",Shotgun Stories,"MichaelAbbottJr. NatalieCanerday TravisSmith JeffNichols drama,thriller barechestedmale,halfbrother,indifference,shotgun,violence"
StuartHazeldine,ColinSalmon,LukeMably,PollyannaMcIntosh,"mystery,thriller",Exam,"ColinSalmon LukeMably PollyannaMcIntosh StuartHazeldine mystery,thriller bandaid,hairpin,oneday,singlesetproduction,unsubtitledforeignlanguage"
HilaryBrougher,JamesUrbaniak,SamanthaBuck,TerumiMatthews,sci-fi,The Sticky Fingers of Time,"JamesUrbaniak SamanthaBuck TerumiMatthews HilaryBrougher sci-fi future,nonlineartimeline,timetravel,titledirectedbyfemale,writer"
RachelGoldenberg,DustinFitzsimons,MarkHengst,DebraLynnHull,"drama,musical",Sunday School Musical,"DustinFitzsimons MarkHengst DebraLynnHull RachelGoldenberg drama,musical church,competition,highschool,newschool,pastor"
CorbinBernsen,CorbinBernsen,LorneCardinal,KirstenCollins,drama,Rust,CorbinBernsen LorneCardinal KirstenCollins CorbinBernsen drama unknown
JaminWinans,EmeIkwuakor,MartyLindsey,JessicaDuffy,"action,drama,fantasy,sci-fi",Ink,"EmeIkwuakor MartyLindsey JessicaDuffy JaminWinans action,drama,fantasy,sci-fi dream,selfdestructiveness,storyteller,timeparadox,workaholic"
TomSeidman,FlorenceHenderson,DerekBrandon,CharlesIrvingBeale,"drama,family",The Christmas Bunny,"FlorenceHenderson DerekBrandon CharlesIrvingBeale TomSeidman drama,family animalintitle,christmas,farm,michigan,rabbit"
JasonNaumann,VictoriaJackson,KateFlannery,TimBagley,"comedy,short",Jesus People,"VictoriaJackson KateFlannery TimBagley JasonNaumann comedy,short mockumentary,singlecamera,subtlecomedy"
MattCimber,StacyKeach,JuneLockhart,StuartWhitman,"crime,drama",Butterfly,"StacyKeach JuneLockhart StuartWhitman MattCimber crime,drama breasts,femalefrontalnudity,femalerearnudity,incest,voyeur"
SamMartin,SamAdams,SteveDuin,JeffJacob,documentary,UnDivided,SamAdams SteveDuin JeffJacob SamMartin documentary unknown
